239	3000000,3020000,3020200,6000300,6000302
240	3000000,3020000,3020200,6000300,6000302
241	3000000,3020000,3020200,6000300,6000302
242	3000000,3020000,3020200,6000300,6000302
243	3000000,3020000,3020200,6000300,6000302
244	3000000,3020000,3020200,6000300,6000302
245	3000000,3020000,3020200,6000300,6000302
246	3000000,3020000,3020200,6000300,6000302
247	3000000,3020000,3020200,6000300,6000302
248	3000000,3020000,3020200,6000300,6000302
249	3000000,3020000,3020200,6000300,6000302
250	3000000,3020000,3020200,6000300,6000302
251	3000000,3020000,3020200,6000300,6000302
252	3000000,3020000,3020200,6000300,6000302
253	3000000,3020000,3020200,6000300,6000302
300	3000000,3010000,3010200,3030000,3030200,6000100,6000109
301	3000000,3010000,3010200,6000100,6000109
303	3000000,3010000,3010200,6000100,6000109
304	3000000,3010000,3010200,6000100,6000109
324	5000000,5000001
325	5000000,5000003
326	5000000,5000003
327	5000000,5000003
328	5000000,5000003
329	5000000,5000003
330	5000000,5000004
331	5000000,5000004
332	5000000,5000002
333	5000000,5000002
334	5000000,5000002
335	5000000,5000002
336	5000000,5000002
337	3000000,3020000,3020200,6000100,6000111
339	3000000,3020000,3020200,6000100,6000111
340	3000000,3020000,3020200,6000100,6000111
342	3000000,3020000,3020200,6000100,6000109
345	3000000,3020000,3020200,6000100,6000109
346	3000000,3020000,3020200,6000100,6000109
347	3000000,3020000,3020200,6000100,6000109
348	3000000,3020000,3020200,6000100,6000109
349	3000000,3010000,3010200,6000100,6000109
350	3000000,3010000,3010200,6000100,6000109
351	3000000,3010000,3010200,6000100,6000109
352	3000000,3010000,3010200,6000100,6000109
354	3000000,3020000,3020200,6000300,6000301
355	3000000,3020000,3020200,6000300,6000301
356	3000000,3020000,3020200,6000300,6000301
358	3000000,3020000,3020200,6000300,6000301
359	3000000,3020000,3020200,6000300,6000301
360	3000000,3020000,3020200,6000300,6000301
361	3000000,3010000,3010200,6000300,6000301
362	3000000,3010000,3010200,6000300,6000301
363	3000000,3010000,3010200,6000300,6000301
364	3000000,3010000,3010200,6000300,6000301
370	3000000,3020000,3020200,6000100,6000106
371	3000000,3020000,3020200,6000100,6000106
372	3000000,3020000,3020200,6000100,6000106
373	3000000,3020000,3020200,6000100,6000106
374	3000000,3020000,3020200,6000100,6000106
376	3000000,3010000,3010200,6000100,6000108
377	3000000,3010000,3010200,6000100,6000108
380	3000000,3010000,3010200,3020000,3020200,6000100,6000108
381	3000000,3010000,3010200,6000100,6000108
382	3000000,3010000,3010200,6000100,6000108
383	3000000,3010000,3010200,6000100,6000108
384	3000000,3010000,3010200,3020000,3020200,6000100,6000108
385	3000000,3020000,3020200,6000300,6000302
386	3000000,3020000,3020200,6000300,6000302
400	3000000,3010000,3010200,3020000,3020200,6000100,6000108
401	3000000,3010000,3010200,6000100,6000108
402	3000000,3020000,3020200,6000100,6000108
404	3000000,3020000,3020200,6000100,6000108
406	3000000,3010000,3010200,6000100,6000108
407	3000000,3010000,3010200,6000100,6000108
408	3000000,3020000,3020200,6000100,6000108
409	3000000,3020000,3020200,6000100,6000108
410	3000000,3010000,3010200,6000100,6000108
411	3000000,3020000,3020200,6000100,6000108
412	3000000,3010000,3010200,6000100,6000108
413	3000000,3020000,3020200,6000100,6000108
414	3000000,3010000,3010200,6000100,6000108
416	3000000,3020000,3020200,6000100,6000108
417	3000000,3010000,3010200,6000100,6000108
418	3000000,3010000,3010200,6000100,6000108
419	3000000,3020000,3020200,6000100,6000108
420	3000000,3020000,3020200,6000100,6000106
421	3000000,3020000,3020200,6000100,6000106
422	3000000,3020000,3020200,6000100,6000106
423	3000000,3020000,3020200,6000100,6000106
424	3000000,3020000,3020200,6000100,6000106
425	3000000,3010000,3010200,3020000,3020200,6000100,6000106
426	3000000,3020000,3020200,6000100,6000106
427	3000000,3010000,3010200,3020000,3020200,6000100,6000106
428	3000000,3010000,3010200,3020000,3020200,6000100,6000106
429	3000000,3010000,3010200,3020000,3020200,6000100,6000106
430	3000000,3020000,3020200,6000100,6000106
431	3000000,3020000,3020200,6000100,6000106
432	3000000,3010000,3010200,6000100,6000106
433	3000000,3010000,3010200,3020000,3020200,3030000,3030200,6000100,6000104
434	3000000,3020000,3020200,6000100,6000104
435	3000000,3020000,3020200,6000100,6000104
436	3000000,3010000,3010200,3020000,3020200,6000100,6000104
437	3000000,3010000,3010200,6000100,6000104
438	3000000,3020000,3020200,6000100,6000104
439	3000000,3010000,3010200,3030000,3030200,6000100,6000104
440	3000000,3010000,3010200,3020000,3020200,3030000,3030200,6000100,6000104
441	3000000,3020000,3020200,6000100,6000104
442	3000000,3020000,3020200,6000100,6000104
443	3000000,3010000,3010200,3020000,3020200,6000100,6000104
444	3000000,3010000,3010200,3030000,3030200,6000100,6000104
445	3000000,3010000,3010200,6000100,6000104
446	3000000,3020000,3020200,6000100,6000104
447	3000000,3020000,3020200,6000100,6000104
448	3000000,3010000,3010200,3030000,3030200,6000100,6000104
449	3000000,3020000,3020200,6000100,6000104
450	3000000,3010000,3010200,6000100,6000104
451	3000000,3020000,3020200,6000100,6000104
452	3000000,3020000,3020200,6000100,6000104
453	3000000,3010000,3010200,6000100,6000105
454	3000000,3010000,3010200,6000100,6000105
455	3000000,3010000,3010200,6000100,6000105
456	3000000,3010000,3010200,6000100,6000105
457	3000000,3020000,3020200,6000100,6000105
458	3000000,3010000,3010200,6000100,6000105
459	3000000,3010000,3010200,3030000,3030200,6000100,6000105
460	3000000,3020000,3020200,6000100,6000105
461	3000000,3010000,3010200,6000100,6000105
462	3000000,3010000,3010200,6000100,6000105
463	3000000,3020000,3020200,6000100,6000105
464	3000000,3020000,3020200,6000100,6000105
465	3000000,3010000,3010200,3030000,3030200,6000100,6000105
466	3000000,3020000,3020200,6000100,6000105
467	3000000,3010000,3010200,6000100,6000105
468	3000000,3020000,3020200,6000100,6000105
469	3000000,3010000,3010200,3020000,3020200,6000100,6000105
470	3000000,3020000,3020200,6000100,6000105
471	3000000,3020000,3020200,6000100,6000105
472	3000000,3020000,3020200,6000100,6000105
473	3000000,3020000,3020200,6000100,6000103
474	3000000,3020000,3020200,6000100,6000103
475	3000000,3020000,3020200,6000100,6000103
476	3000000,3020000,3020200,6000100,6000103
477	3000000,3020000,3020200,6000100,6000103
478	3000000,3020000,3020200,6000100,6000103
479	3000000,3020000,3020200,6000100,6000103
480	3000000,3010000,3010200,6000100,6000107
481	3000000,3020000,3020200,6000100,6000107
482	3000000,3020000,3020200,6000100,6000107
483	3000000,3020000,3020200,6000100,6000107
484	3000000,3020000,3020200,6000100,6000107
485	3000000,3010000,3010200,3020000,3020200,6000100,6000107
486	3000000,3020000,3020200,6000100,6000107
487	3000000,3010000,3010200,6000100,6000107
488	3000000,3020000,3020200,6000100,6000107
489	3000000,3010000,3010200,3020000,3020200,6000100,6000114
490	3000000,3010000,3010200,6000100,6000114
491	3000000,3020000,3020200,6000100,6000114
492	3000000,3010000,3010200,3030000,3030200,6000100,6000114
493	3000000,3020000,3020200,3030000,3030200,6000100,6000114
494	3000000,3020000,3020200,6000100,6000114
495	3000000,3020000,3020200,6000100,6000114
496	3000000,3010000,3010200,6000100,6000114
497	3000000,3020000,3020200,6000100,6000114
498	3000000,3020000,3020200,6000100,6000114
499	3000000,3020000,3020200,3030000,3030200,6000100,6000114
500	3000000,3010000,3010200,6000100,6000109
501	3000000,3020000,3020200,6000100,6000109
502	3000000,3020000,3020200,6000100,6000109
503	3000000,3020000,3020200,6000100,6000109
504	3000000,3010000,3010200,6000100,6000109
505	3000000,3020000,3020200,6000100,6000109
506	3000000,3010000,3010200,6000100,6000109
507	3000000,3020000,3020200,6000100,6000109
508	3000000,3010000,3010200,3020000,3020200,6000100,6000109
509	3000000,3010000,3010200,3020000,3020200,6000100,6000109
510	3000000,3010000,3010200,6000100,6000109
511	3000000,3010000,3010200,3020000,3020200,6000100,6000109
512	3000000,3020000,3020200,6000100,6000109
513	3000000,3020000,3020200,6000100,6000109
514	3000000,3020000,3020200,6000100,6000109
515	3000000,3010000,3010200,3030000,3030200,6000100,6000109
516	3000000,3010000,3010200,6000100,6000109
517	3000000,3020000,3020200,6000100,6000109
518	3000000,3020000,3020200,6000100,6000109
519	3000000,3010000,3010200,6000100,6000109
520	3000000,3010000,3010200,3020000,3020200,6000100,6000111
521	3000000,3010000,3010200,3020000,3020200,6000100,6000111
522	3000000,3010000,3010200,3020000,3020200,6000100,6000111
523	3000000,3010000,3010200,3020000,3020200,6000100,6000111
524	3000000,3010000,3010200,3020000,3020200,6000100,6000111
525	3000000,3010000,3010200,3020000,3020200,6000100,6000111
526	3000000,3010000,3010200,3020000,3020200,6000100,6000111
527	3000000,3010000,3010200,3020000,3020200,6000100,6000111
528	3000000,3010000,3010200,6000100,6000117
529	3000000,3010000,3010200,3020000,3020200,6000100,6000117
530	3000000,3010000,3010200,3020000,3020200,6000100,6000117
531	3000000,3010000,3010200,6000100,6000115
532	3000000,3020000,3020200,6000100,6000115
533	3000000,3020000,3020200,6000100,6000115
534	3000000,3010000,3010200,6000100,6000115
535	3000000,3020000,3020200,6000100,6000115
536	3000000,3020000,3020200,6000100,6000115
537	3000000,3020000,3020200,6000100,6000115
538	3000000,3020000,3020200,6000100,6000115
539	3000000,3020000,3020200,6000100,6000115
540	3000000,3010000,3010200,6000100,6000115
541	3000000,3020000,3020200,6000100,6000115
542	3000000,3020000,3020200,6000100,6000115
543	3000000,3010000,3010200,6000100,6000115
544	3000000,3020000,3020200,6000100,6000115
545	3000000,3010000,3010200,6000100,6000115
546	3000000,3020000,3020200,6000100,6000115
547	3000000,3020000,3020200,6000100,6000116
548	3000000,3020000,3020200,6000100,6000116
549	3000000,3020000,3020200,6000100,6000116
550	3000000,3020000,3020200,6000100,6000116
551	3000000,3020000,3020200,6000100,6000116
552	3000000,3010000,3010200,3030000,3030200,6000200,6000201
553	3000000,3020000,3020200,3030000,3030200,6000200,6000201
554	3000000,3020000,3020200,6000200,6000201
555	3000000,3020000,3020200,6000200,6000201
556	3000000,3010000,3010200,6000200,6000201
557	3000000,3010000,3010200,3020000,3020200,6000200,6000201
558	3000000,3020000,3020200,6000200,6000201
559	3000000,3020000,3020200,6000200,6000201
560	3000000,3020000,3020200,6000200,6000201
561	3000000,3020000,3020200,6000200,6000201
562	3000000,3010000,3010200,6000200,6000201
563	3000000,3020000,3020200,3030000,3030200,6000200,6000201
564	3000000,3020000,3020200,6000200,6000201
565	3000000,3010000,3010200,3030000,3030200,6000200,6000201
566	3000000,3020000,3020200,6000200,6000202
567	3000000,3010000,3010200,3020000,3020200,6000200,6000202
568	3000000,3010000,3010200,3020000,3020200,6000200,6000202
569	3000000,3010000,3010200,6000200,6000202
570	3000000,3020000,3020200,6000200,6000202
571	3000000,3010000,3010200,3020000,3020200,6000200,6000202
572	3000000,3010000,3010200,6000200,6000202
573	3000000,3010000,3010200,3020000,3020200,6000200,6000202
574	3000000,3010000,3010200,3020000,3020200,6000200,6000202
575	3000000,3020000,3020200,6000200,6000202
576	3000000,3020000,3020200,6000200,6000202
577	3000000,3010000,3010200,3030000,3030200,6000200,6000203
578	3000000,3010000,3010200,3020000,3020200,6000200,6000203
579	3000000,3020000,3020200,6000200,6000203
580	3000000,3020000,3020200,6000200,6000203
581	3000000,3010000,3010200,3030000,3030200,6000200,6000203
582	3000000,3010000,3010200,6000200,6000203
583	3000000,3020000,3020200,6000200,6000203
584	3000000,3010000,3010200,3020000,3020200,3030000,3030200,6000200,6000203
585	3000000,3010000,3010200,3020000,3020200,6000200,6000204
586	3000000,3020000,3020200,6000200,6000204
587	3000000,3010000,3010200,3020000,3020200,6000200,6000204
588	3000000,3010000,3010200,3020000,3020200,6000200,6000204
589	3000000,3020000,3020200,6000200,6000205
590	3000000,3020000,3020200,3030000,3030200,6000200,6000205
591	3000000,3020000,3020200,6000200,6000205
592	3000000,3020000,3020200,6000200,6000205
593	3000000,3020000,3020200,6000200,6000205
594	3000000,3020000,3020200,6000200,6000205
595	3000000,3010000,3010200,3030000,3030200,6000200,6000205
596	3000000,3020000,3020200,6000200,6000205
597	3000000,3010000,3010200,3030000,3030200,6000200,6000205
598	3000000,3020000,3020200,6000400,6000401
599	3000000,3010000,3010200,3020000,3020200,3030000,3030200,6000400,6000401
600	3000000,3020000,3020200,6000400,6000401
